rec_id	drug	recommendation	variants	lookup_genes	component_count
7589458	fluvastatin	Prescribe ≤40mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If patient is tolerating 40mg per day but higher potency is needed, a higher dose (>40mg) or an alternative statin or combination therapy (i.e. fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391) could be considered. Prescriber should be aware of possible increased risk for myopathy with fluvastatin especially with doses >40mg per day.	"[""CYP2C9 2.0"", ""SLCO1B1 Poor Function""]"	CYP2C9|SLCO1B1	2
7589459	fluvastatin	Prescribe an alternative statin depending on the desired potency (see Figure 1 of PMID: 35152405 for recommendations for alternative statins).	"[""CYP2C9 0.0"", ""SLCO1B1 Possible Decreased Function""]"	CYP2C9|SLCO1B1	2
7589460	fluvastatin	Prescribe an alternative statin depending on the desired potency (see Figure 1 of PMID: 35152405 for recommendations for alternative statins).	"[""CYP2C9 0.0"", ""SLCO1B1 Decreased Function""]"	CYP2C9|SLCO1B1	2
7589461	fluvastatin	Prescribe an alternative statin depending on the desired potency (see Figure 1 of PMID: 35152405 for recommendations for alternative statins).	"[""CYP2C9 0.5"", ""SLCO1B1 Possible Decreased Function""]"	CYP2C9|SLCO1B1	2
7589462	fluvastatin	Prescribe an alternative statin depending on the desired potency (see Figure 1 of PMID: 35152405 for recommendations for alternative statins).	"[""CYP2C9 0.5"", ""SLCO1B1 Decreased Function""]"	CYP2C9|SLCO1B1	2
7589463	fluvastatin	Prescribe an alternative statin depending on the desired potency (see Table 2 and Figure 1 of PMID: 35152405 for recommendations for alternative statins).	"[""CYP2C9 0.0"", ""SLCO1B1 Poor Function""]"	CYP2C9|SLCO1B1	2
7589464	fluvastatin	Prescribe an alternative statin depending on the desired potency (see Table 2 and Figure 1 of PMID: 35152405 for recommendations for alternative statins).	"[""CYP2C9 0.5"", ""SLCO1B1 Poor Function""]"	CYP2C9|SLCO1B1	2
7589465	fluvastatin	Prescribe an alternative statin depending on the desired potency. (see Table 2 and Figure 1 of PMID: 35152405 for recommendations for alternative statins).	"[""CYP2C9 1.0"", ""SLCO1B1 Poor Function""]"	CYP2C9|SLCO1B1	2
7589466	fluvastatin	Prescribe an alternative statin depending on the desired potency. (see Table 2 and Figure 1 of PMID: 35152405 for recommendations for alternative statins).	"[""CYP2C9 1.5"", ""SLCO1B1 Poor Function""]"	CYP2C9|SLCO1B1	2
7589467	fluvastatin	Prescribe desired starting dose and adjust doses of fluvastatin based on disease-specific guidelines.	"[""CYP2C9 2.0"", ""SLCO1B1 Normal Function""]"	CYP2C9|SLCO1B1	2
7589508	fluvoxamine	Initiate therapy with recommended starting dose.	"[""CYP2D6 1.5""]"	CYP2D6	1
7589469	fluvastatin	Prescribe desired starting dose and adjust doses of fluvastatin based on disease-specific guidelines. Prescriber should be aware of possible increased risk for myopathy especially for doses >40mg per day.	"[""CYP2C9 2.0"", ""SLCO1B1 Possible Decreased Function""]"	CYP2C9|SLCO1B1	2
7589470	fluvastatin	Prescribe desired starting dose and adjust doses of fluvastatin based on disease-specific guidelines. Prescriber should be aware of possible increased risk for myopathy especially for doses >40mg per day.	"[""CYP2C9 2.0"", ""SLCO1B1 Decreased Function""]"	CYP2C9|SLCO1B1	2
7589471	fluvastatin	Based on SLCO1B1 status, prescribe desired starting dose and adjust doses of fluvastatin based on disease-specific guidelines. Prescriber should be aware of possible increased risk for myopathy especially for doses >40mg per day. CYP2C9 phenotype could not be assigned based on genotyping.	"[""CYP2C9 n/a"", ""SLCO1B1 Possible Decreased Function""]"	CYP2C9|SLCO1B1	2
7589472	fluvastatin	Based on SLCO1B1 status, prescribe desired starting dose and adjust doses of fluvastatin based on disease-specific guidelines. Prescriber should be aware of possible increased risk for myopathy especially for doses >40mg per day. CYP2C9 phenotype could not be assigned based on genotyping.	"[""CYP2C9 n/a"", ""SLCO1B1 Decreased Function""]"	CYP2C9|SLCO1B1	2
7589473	fluvastatin	Based on SLCO1B1 status, prescribe desired starting dose and adjust doses based on disease-specific guidelines. CYP2C9 phenotype could not be assigned based on genotyping.	"[""CYP2C9 n/a"", ""SLCO1B1 Increased Function""]"	CYP2C9|SLCO1B1	2
7589474	fluvastatin	n/a	"[""CYP2C9 n/a"", ""SLCO1B1 Indeterminate""]"	CYP2C9|SLCO1B1	2
7589475	fluvastatin	n/a	"[""CYP2C9 n/a"", ""SLCO1B1 No Result""]"	CYP2C9|SLCO1B1	2
7589476	fluvastatin	Based on SLCO1B1 status, prescribe desired starting dose and adjust doses based on disease-specific guidelines. CYP2C9 phenotype could not be assigned based on genotyping.	"[""CYP2C9 n/a"", ""SLCO1B1 Normal Function""]"	CYP2C9|SLCO1B1	2
7589477	fluvastatin	Based on SLCO1B1 status, prescribe ≤40mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If patient is tolerating 40mg per day but higher potency is needed, a higher dose (>40mg) or an alternative statin (see Figure 1 of PMID: 35152405 for recommendations for alternative statins) or combination therapy (i.e. fluvastatin plus non-statin guideline directed medical therapy)(PMID: 30423391) could be considered. Prescriber should be aware of possible increased risk for myopathy with fluvastatin especially with doses >40mg per day. CYP2C9 phenotype could not be assigned based on genotyping.	"[""CYP2C9 n/a"", ""SLCO1B1 Poor Function""]"	CYP2C9|SLCO1B1	2
7589478	fluvastatin	Based on CYP2C9 status, prescribe ≤40mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >40mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391). SLCO1B1 phenotype could not be assigned based on genotyping.	"[""CYP2C9 1.0"", ""SLCO1B1 Indeterminate""]"	CYP2C9|SLCO1B1	2
7589509	fluvoxamine	Initiate therapy with recommended starting dose.	"[""CYP2D6 1.25""]"	CYP2D6	1
7590215	tenoxicam	No recommendation	"[""CYP2C9 n/a""]"	CYP2C9	1
7589479	fluvastatin	Based on CYP2C9 status, prescribe ≤40mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >40mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391). SLCO1B1 phenotype could not be assigned based on genotyping.	"[""CYP2C9 1.5"", ""SLCO1B1 Indeterminate""]"	CYP2C9|SLCO1B1	2
7589480	fluvastatin	Based on CYP2C9 status, prescribe ≤40mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >40mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391). SLCO1B1 genotype result is not available.	"[""CYP2C9 1.0"", ""SLCO1B1 No Result""]"	CYP2C9|SLCO1B1	2
7589481	fluvastatin	Based on CYP2C9 status, prescribe ≤40mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >40mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391). SLCO1B1 genotype result is not available.	"[""CYP2C9 1.5"", ""SLCO1B1 No Result""]"	CYP2C9|SLCO1B1	2
7589482	fluvastatin	Based on SLCO1B1 status, prescribe desired starting dose and adjust doses of fluvastatin based on disease-specific guidelines. Prescriber should be aware of possible increased risk for myopathy especially for doses >40mg per day. CYP2C9 genotype result is not available.	"[""CYP2C9 No Result"", ""SLCO1B1 Decreased Function""]"	CYP2C9|SLCO1B1	2
7589483	fluvastatin	Based on SLCO1B1 status, prescribe desired starting dose and adjust doses based on disease-specific guidelines. CYP2C9 genotype result is not available.	"[""CYP2C9 No Result"", ""SLCO1B1 Increased Function""]"	CYP2C9|SLCO1B1	2
7589484	fluvastatin	n/a	"[""CYP2C9 No Result"", ""SLCO1B1 Indeterminate""]"	CYP2C9|SLCO1B1	2
7589485	fluvastatin	Based on SLCO1B1 status, prescribe desired starting dose and adjust doses based on disease-specific guidelines. CYP2C9 genotype result is not available.	"[""CYP2C9 No Result"", ""SLCO1B1 Normal Function""]"	CYP2C9|SLCO1B1	2
7589486	fluvastatin	Based on SLCO1B1 status, prescribe ≤40mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If patient is tolerating 40mg per day but higher potency is needed, a higher dose (>40mg) or an alternative statin (see Figure 1 of PMID: 35152405 for recommendations for alternative statins) or combination therapy (i.e. fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391) could be considered. Prescriber should be aware of possible increased risk for myopathy with fluvastatin especially with doses >40mg per day. CYP2C9 genotype result is not available.	"[""CYP2C9 No Result"", ""SLCO1B1 Poor Function""]"	CYP2C9|SLCO1B1	2
7589487	fluvastatin	Based on SLCO1B1 status, prescribe desired starting dose and adjust doses of fluvastatin based on disease-specific guidelines. Prescriber should be aware of possible increased risk for myopathy especially for doses >40mg per day. CYP2C9 genotype result is not available.	"[""CYP2C9 No Result"", ""SLCO1B1 Possible Decreased Function""]"	CYP2C9|SLCO1B1	2
7589510	fluvoxamine	Initiate therapy with recommended starting dose.	"[""CYP2D6 1.0""]"	CYP2D6	1
7589490	fluvastatin	Based on CYP2C9 status, prescribe ≤20mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >20mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391). SLCO1B1 phenotype could not be assigned based on genotyping.	"[""CYP2C9 0.0"", ""SLCO1B1 Indeterminate""]"	CYP2C9|SLCO1B1	2
7589491	fluvastatin	Based on CYP2C9 status, prescribe ≤20mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >20mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391). SLCO1B1 phenotype could not be assigned based on genotyping.	"[""CYP2C9 0.5"", ""SLCO1B1 Indeterminate""]"	CYP2C9|SLCO1B1	2
7589492	fluvastatin	Based on CYP2C9 status, prescribe ≤20mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >20mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391). SLCO1B1 genotype result is not available.	"[""CYP2C9 0.0"", ""SLCO1B1 No Result""]"	CYP2C9|SLCO1B1	2
7589493	fluvastatin	Based on CYP2C9 status, prescribe ≤20mg per day as a starting dose and adjust doses of fluvastatin based on disease-specific guidelines. If dose >20mg needed for desired efficacy, consider an alternative statin or combination therapy (i.e., fluvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391). SLCO1B1 genotype result is not available.	"[""CYP2C9 0.5"", ""SLCO1B1 No Result""]"	CYP2C9|SLCO1B1	2
7589494	fluvoxamine	No recommendation due to lack of evidence	"[""CYP2D6 ≥6.0""]"	CYP2D6	1
7589495	fluvoxamine	No recommendation due to lack of evidence	"[""CYP2D6 ≥5.0""]"	CYP2D6	1
7589496	fluvoxamine	No recommendation due to lack of evidence	"[""CYP2D6 ≥3.75""]"	CYP2D6	1
7589497	fluvoxamine	No recommendation due to lack of evidence	"[""CYP2D6 ≥4.0""]"	CYP2D6	1
7589498	fluvoxamine	No recommendation due to lack of evidence	"[""CYP2D6 ≥3.5""]"	CYP2D6	1
7589499	fluvoxamine	No recommendation due to lack of evidence	"[""CYP2D6 ≥3.25""]"	CYP2D6	1
7589500	fluvoxamine	No recommendation due to lack of evidence	"[""CYP2D6 ≥3.0""]"	CYP2D6	1
7589501	fluvoxamine	No recommendation due to lack of evidence	"[""CYP2D6 4.0""]"	CYP2D6	1
7589502	fluvoxamine	No recommendation due to lack of evidence	"[""CYP2D6 2.75""]"	CYP2D6	1
7589503	fluvoxamine	No recommendation due to lack of evidence	"[""CYP2D6 3.0""]"	CYP2D6	1
7589504	fluvoxamine	No recommendation due to lack of evidence	"[""CYP2D6 2.5""]"	CYP2D6	1
7589505	fluvoxamine	Initiate therapy with recommended starting dose.	"[""CYP2D6 2.25""]"	CYP2D6	1
7589506	fluvoxamine	Initiate therapy with recommended starting dose.	"[""CYP2D6 2.0""]"	CYP2D6	1
7589507	fluvoxamine	Initiate therapy with recommended starting dose.	"[""CYP2D6 1.75""]"	CYP2D6	1
7589514	fluvoxamine	Consider a 25-50% lower starting dose and slower titration schedule as compared to normal metabolizers or consider a clinically appropriate alternative antidepressant not predominantly metabolized by CYP2D6.	"[""CYP2D6 0.0""]"	CYP2D6	1
7589515	fluvoxamine	No recommendation	"[""CYP2D6 n/a""]"	CYP2D6	1
7589516	hydralazine	Consider a starting total daily dose of at least 75 mg. Titrate up to 300 mg total daily hydralazine dose as tolerated. NAT2 rapid metabolizers typically require a 50-100% higher maintenance dose compared to poor metabolizers.	"[""NAT2 Rapid Metabolizer""]"	NAT2	1
7589517	hydralazine	Consider a starting total daily dose of at least 75 mg. Titrate up to 300 mg total daily hydralazine dose as tolerated. NAT2 intermediate metabolizers typically require a 50-100% higher maintenance dose compared to poor metabolizers.	"[""NAT2 Intermediate Metabolizer""]"	NAT2	1
7589518	hydralazine	Initiate therapy at a total daily dose of 40 to 75 mg. Carefully titrate dose upward to clinical effect or guideline-recommended dose; use caution with total daily hydralazine doses of 200 mg or more.	"[""NAT2 Poor Metabolizer""]"	NAT2	1
7589519	hydralazine	No Recommendation	"[""NAT2 Indeterminate""]"	NAT2	1
7589520	hydrocodone	No recommendation	"[""CYP2D6 n/a""]"	CYP2D6	1
7589521	hydrocodone	Use hydrocodone label recommended age- or weight-specific dosing. If no response and opioid use is warranted, consider non-codeine or non-tramadol opioid.	"[""CYP2D6 0.25""]"	CYP2D6	1
7589522	hydrocodone	Use hydrocodone label recommended age- or weight-specific dosing. If no response and opioid use is warranted, consider non-codeine or non-tramadol opioid.	"[""CYP2D6 0.5""]"	CYP2D6	1
7589523	hydrocodone	Use hydrocodone label recommended age- or weight-specific dosing. If no response and opioid use is warranted, consider non-codeine or non-tramadol opioid.	"[""CYP2D6 0.75""]"	CYP2D6	1
7589524	hydrocodone	Use hydrocodone label recommended age- or weight-specific dosing. If no response and opioid use is warranted, consider non-codeine or non-tramadol opioid.	"[""CYP2D6 1.0""]"	CYP2D6	1
7589525	hydrocodone	Use hydrocodone label recommended age- or weight-specific dosing.	"[""CYP2D6 1.25""]"	CYP2D6	1
7589526	hydrocodone	Use hydrocodone label recommended age- or weight-specific dosing.	"[""CYP2D6 1.5""]"	CYP2D6	1
7589527	hydrocodone	Use hydrocodone label recommended age- or weight-specific dosing.	"[""CYP2D6 1.75""]"	CYP2D6	1
